,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Performance,Performance,Expected,Expected,Expected,Expected,Expected,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
550,Isaac Success,ng NGA,FWMF,Udinese,25,1996,10.1,2,25,12,48.0,2.47,1.19,0.08,0.17,17.3,0,0,0,2.4,2.4,0.10,-0.4,-0.4,Matches,f573a8bf
551,Vladyslav Supriaha,ua UKR,FW,Sampdoria,21,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,73affbb6
552,Bosko Sutalo,hr CRO,DF,Hellas Verona,21,2000,10.2,0,5,1,20.0,0.49,0.10,0.00,0.00,18.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,1d0bb7e4
553,Mattias Svanberg,se SWE,MF,Bologna,22,1999,28.5,3,39,13,33.3,1.37,0.46,0.08,0.23,21.0,2,0,0,2.7,2.7,0.07,+0.3,+0.3,Matches,92d83c27
554,Michael Svoboda,at AUT,DF,Venezia,22,1998,13.7,0,7,0,0.0,0.51,0.00,0.00,,7.3,0,0,0,1.1,1.1,0.16,-1.1,-1.1,Matches,8abd174d
555,Wojciech Szczęsny,pl POL,GK,Juventus,31,1990,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,01b8a2b2
556,Adrien Tameze,cm CMR,MFDF,Hellas Verona,27,1994,28.6,4,23,7,30.4,0.80,0.24,0.17,0.57,21.5,0,0,0,1.5,1.5,0.06,+2.5,+2.5,Matches,8da74c05
557,Ciprian Tătărușanu,ro ROU,GK,Milan,35,1986,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b056e3da
558,Filippo Terracciano,it ITA,DF,Hellas Verona,18,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5cbb5ad6
559,Pietro Terracciano,it ITA,GK,Fiorentina,31,1990,31.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e1b0a70d
560,Aleksa Terzić,rs SRB,DF,Fiorentina,21,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3ef0a2d7
561,Tanner Tessmann,us USA,MF,Venezia,19,2001,7.6,0,8,3,37.5,1.06,0.40,0.00,0.00,16.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches,ac277993
562,Arthur Theate,be BEL,DF,Bologna,21,2000,26.9,2,21,6,28.6,0.78,0.22,0.10,0.33,16.7,0,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches,df8d6029
563,Morten Thorsby,no NOR,MF,Sampdoria,25,1996,32.7,3,26,7,26.9,0.80,0.21,0.12,0.43,13.3,0,0,0,3.6,3.6,0.14,-0.6,-0.6,Matches,d1b49282
564,Jeremy Toljan,de GER,DF,Sassuolo,26,1994,15.5,0,3,1,33.3,0.19,0.06,0.00,0.00,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,a96e5dc0
565,Rafael Tolói,it ITA,DF,Atalanta,30,1990,16.0,1,12,2,16.7,0.75,0.13,0.08,0.50,12.3,0,0,0,1.3,1.3,0.11,-0.3,-0.3,Matches,c56dc39e
566,Takehiro Tomiyasu,jp JPN,DF,Bologna,22,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b3af9be1
567,Fikayo Tomori,eng ENG,DF,Milan,23,1997,30.2,0,12,3,25.0,0.40,0.10,0.00,0.00,11.7,0,0,0,1.5,1.5,0.13,-1.5,-1.5,Matches,7edfbb8a
568,Sandro Tonali,it ITA,MF,Milan,21,2000,28.9,5,37,11,29.7,1.28,0.38,0.14,0.45,23.0,4,0,0,4.3,4.3,0.12,+0.7,+0.7,Matches,0db169ae
569,Lorenzo Tonelli,it ITA,DF,Empoli,31,1990,9.7,0,7,3,42.9,0.72,0.31,0.00,0.00,11.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches,8cc29864
570,Ernesto Torregrossa,it ITA,FW,Sampdoria,29,1992,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bf39bdec
571,Lucas Torreira,uy URU,MF,Fiorentina,25,1996,24.4,5,29,13,44.8,1.19,0.53,0.17,0.38,14.2,2,0,0,5.3,5.1,0.20,-0.3,-0.1,Matches,52611641
572,Abdoulaye Touré,fr FRA,MF,Genoa,27,1994,4.8,0,4,0,0.0,0.84,0.00,0.00,,21.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,ef7cd87a
573,Simone Trimboli,it ITA,MF,Sampdoria,19,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f5f21026
574,Axel Tuanzebe,eng ENG,DF,Napoli,23,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2baec6ce
575,Iyenoma Udogie,it ITA,DF,Udinese,18,2002,27.5,5,27,12,44.4,0.98,0.44,0.19,0.42,13.2,0,0,0,4.3,4.3,0.16,+0.7,+0.7,Matches,7cd520e8
576,Maximilian Ullmann,at AUT,DF,Venezia,25,1996,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,caaf2ed1
577,Kacper Urbanski,pl POL,MF,Bologna,16,2004,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2d9d9e42
578,Antonio Vacca,it ITA,MF,Venezia,31,1990,11.8,0,1,0,0.0,0.08,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,444c89d9
579,Zinho Vanheusden,be BEL,DF,Genoa,22,1999,11.0,0,6,2,33.3,0.55,0.18,0.00,0.00,18.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,afbf187b
580,Johan Vásquez,mx MEX,DF,Genoa,22,1998,25.3,1,14,3,21.4,0.55,0.12,0.07,0.33,14.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches,5eaed77a
581,Denis Vavro,sk SVK,DF,Lazio,25,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,08990838
582,Matías Vecino,uy URU,MF,Inter,29,1991,4.2,1,7,2,28.6,1.67,0.48,0.14,0.50,10.4,0,0,0,1.5,1.5,0.21,-0.5,-0.5,Matches,44ac04e9
583,Miguel Veloso,pt POR,MF,Hellas Verona,35,1986,14.9,0,17,4,23.5,1.14,0.27,0.00,0.00,26.3,6,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches,ab1ca213
584,Lorenzo Venuti,it ITA,DF,Fiorentina,26,1995,17.5,0,7,1,14.3,0.40,0.06,0.00,0.00,23.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,983ff2c7
585,Daniele Verde,it ITA,FWMF,Spezia,25,1996,21.7,8,51,21,41.2,2.35,0.97,0.14,0.33,22.8,9,1,2,6.1,4.5,0.09,+1.9,+2.5,Matches,d3298c99
586,Simone Verdi,it ITA,MFFW,Torino,29,1992,0.5,1,2,1,50.0,3.91,1.96,0.50,1.00,22.3,0,0,0,0.2,0.2,0.09,+0.8,+0.8,Matches,0375723e
587,Simone Verdi,it ITA,FWMF,Salernitana,29,1992,9.2,5,35,14,40.0,3.80,1.52,0.11,0.29,23.1,9,1,1,3.7,2.9,0.08,+1.3,+1.1,Matches,0375723e
588,Jordan Veretout,fr FRA,MF,Roma,28,1993,25.8,4,27,8,29.6,1.05,0.31,0.11,0.38,21.9,3,1,2,4.9,3.3,0.12,-0.9,-0.3,Matches,4a56052c
589,Edoardo Vergani,it ITA,FWMF,Salernitana,20,2001,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2873973b
590,Valerio Verre,it ITA,MFFW,Sampdoria,27,1994,4.7,0,11,1,9.1,2.36,0.21,0.00,0.00,22.5,0,0,0,1.1,1.1,0.10,-1.1,-1.1,Matches,33ecf462
591,Valerio Verre,it ITA,MF,Empoli,27,1994,3.4,0,9,4,44.4,2.61,1.16,0.00,0.00,22.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,33ecf462
592,Freddie Veseli,al ALB,DF,Salernitana,28,1992,6.6,0,1,0,0.0,0.15,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,d541e703
593,Guglielmo Vicario,it ITA,GK,Empoli,24,1996,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,77d6fd4d
594,Arturo Vidal,cl CHI,MF,Inter,34,1987,8.2,1,18,8,44.4,2.19,0.97,0.06,0.13,17.2,0,0,0,2.3,2.3,0.13,-1.3,-1.3,Matches,67cdbc0e
595,Ronaldo Vieira,gw GNB,MF,Sampdoria,23,1998,5.5,0,1,0,0.0,0.18,0.00,0.00,,,,0,0,,,,,,Matches,75e60d75
596,Luca Vignali,it ITA,DFMF,Spezia,25,1996,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c1e8e74e
597,Emanuel Vignato,it ITA,MFDF,Bologna,20,2000,6.6,0,5,1,20.0,0.76,0.15,0.00,0.00,22.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,ec5dae45
598,Matías Viña,uy URU,DFFW,Roma,23,1997,17.4,0,12,3,25.0,0.69,0.17,0.00,0.00,17.9,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches,08eb3b58
599,Nicolas Viola,it ITA,MF,Bologna,31,1989,1.1,0,1,0,0.0,0.88,0.00,0.00,,29.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,45392b06
600,Mattia Viti,it ITA,DF,Empoli,19,2002,16.6,0,4,0,0.0,0.24,0.00,0.00,,14.2,0,0,0,0.6,0.6,0.14,-0.6,-0.6,Matches,75438a9a
601,Dušan Vlahović,rs SRB,FW,Fiorentina,21,2000,20.6,17,69,27,39.1,3.34,1.31,0.17,0.44,17.2,5,5,6,13.5,8.8,0.13,+3.5,+3.2,Matches,79443529
602,Dušan Vlahović,rs SRB,FW,Juventus,21,2000,12.0,7,44,19,43.2,3.68,1.59,0.16,0.37,14.3,1,0,0,5.7,5.7,0.13,+1.3,+1.3,Matches,79443529
603,Mërgim Vojvoda,xk KVX,DF,Torino,26,1995,22.0,0,18,6,33.3,0.82,0.27,0.00,0.00,18.9,0,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches,be2706c0
604,Cristian Volpato,it ITA,FWMF,Roma,17,2003,0.4,1,1,1,100.0,2.37,2.37,1.00,1.00,16.2,0,0,0,0.1,0.1,0.12,+0.9,+0.9,Matches,72f87f25
605,Stefan de Vrij,nl NED,DF,Inter,29,1992,26.8,0,20,3,15.0,0.75,0.11,0.00,0.00,10.5,0,0,0,2.9,2.9,0.15,-2.9,-2.9,Matches,d0d8dd44
606,Walace,br BRA,MF,Udinese,26,1995,33.0,1,47,11,23.4,1.42,0.33,0.02,0.09,25.7,0,0,0,2.0,2.0,0.04,-1.0,-1.0,Matches,26db8853
607,Sebastian Walukiewicz,pl POL,DF,Cagliari,21,2000,3.4,0,1,0,0.0,0.30,0.00,0.00,,4.2,0,0,0,0.3,0.3,0.29,-0.3,-0.3,Matches,217875a4
608,Magnus Warming,dk DEN,MFFW,Torino,21,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,55e098cd
609,Kelvin Yeboah,it ITA,FWMF,Genoa,21,2000,9.4,0,16,4,25.0,1.69,0.42,0.00,0.00,18.2,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches,ea0893d6
610,Gerard Yepes,es ESP,MFDF,Sampdoria,18,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,ee9040b4
611,Maya Yoshida,jp JPN,DF,Sampdoria,32,1988,20.3,2,9,4,44.4,0.44,0.20,0.22,0.50,8.7,0,0,0,1.2,1.2,0.13,+0.8,+0.8,Matches,caffaf5a
612,Mattia Zaccagni,it ITA,MF,Hellas Verona,26,1995,2.0,2,3,2,66.7,1.50,1.00,0.33,0.50,16.6,0,1,1,1.3,0.5,0.17,+0.7,+0.5,Matches,d85c238b
613,Mattia Zaccagni,it ITA,FW,Lazio,26,1995,20.8,4,33,10,30.3,1.58,0.48,0.12,0.40,15.3,0,0,0,3.7,3.7,0.11,+0.3,+0.3,Matches,d85c238b
614,Denis Zakaria,ch SUI,MF,Juventus,24,1996,6.6,1,9,4,44.4,1.36,0.60,0.11,0.25,17.8,0,0,0,1.4,1.4,0.15,-0.4,-0.4,Matches,384d58d9
615,Nicola Zalewski,pl POL,DF,Roma,19,2002,8.8,0,9,4,44.4,1.02,0.45,0.00,0.00,23.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,45191c29
616,Andre-Frank Zambo Anguissa,cm CMR,MF,Napoli,25,1995,21.4,0,20,3,15.0,0.93,0.14,0.00,0.00,21.1,0,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches,6bb2c084
617,Nicolò Zaniolo,it ITA,FWMF,Roma,22,1999,21.9,2,70,20,28.6,3.20,0.91,0.03,0.10,18.5,0,0,0,6.2,6.2,0.09,-4.2,-4.2,Matches,9907b1c8
618,Alessandro Zanoli,it ITA,DF,Napoli,20,2000,5.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3b12b11f
619,Mattia Zanotti,it ITA,DF,Inter,18,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,875d65d1
620,Duván Zapata,co COL,FW,Atalanta,30,1991,19.1,10,78,31,39.7,4.08,1.62,0.09,0.23,13.3,0,3,3,15.2,12.8,0.17,-5.2,-5.8,Matches,d3de9af0
621,Gabriele Zappa,it ITA,DF,Cagliari,21,1999,12.7,0,6,2,33.3,0.47,0.16,0.00,0.00,18.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches,ca3db240
622,Davide Zappacosta,it ITA,DF,Atalanta,29,1992,26.1,1,37,5,13.5,1.42,0.19,0.03,0.20,18.2,0,0,0,2.8,2.8,0.08,-1.8,-1.8,Matches,7fe90ccd
623,Simone Zaza,it ITA,FWDF,Torino,30,1991,1.4,0,8,3,37.5,5.58,2.09,0.00,0.00,12.2,0,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches,9592289a
624,Marvin Zeegelaar,nl NED,DF,Udinese,30,1990,7.1,0,3,0,0.0,0.42,0.00,0.00,,12.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches,8abd0c03
625,Piotr Zieliński,pl POL,MF,Napoli,27,1994,23.2,6,43,15,34.9,1.86,0.65,0.14,0.40,20.0,1,0,0,4.0,4.0,0.09,+2.0,+2.0,Matches,a5296e55
626,David Zima,cz CZE,DF,Torino,20,2000,14.6,0,6,3,50.0,0.41,0.21,0.00,0.00,11.7,0,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches,acf7e795
627,Jeroen Zoet,nl NED,GK,Spezia,30,1991,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cc1a0c57
628,Nadir Zortea,it ITA,DFMF,Salernitana,22,1999,15.7,1,16,4,25.0,1.02,0.26,0.06,0.25,23.5,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches,82598b71
629,Petar Zovko,ba BIH,GK,Spezia,19,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,54f6afe3
630,Szymon Żurkowski,pl POL,MF,Empoli,23,1997,25.6,6,47,17,36.2,1.83,0.66,0.13,0.35,19.2,0,0,0,4.6,4.6,0.10,+1.4,+1.4,Matches,4e1d5e59
631,Milan Đurić,ba BIH,FW,Salernitana,31,1990,24.1,5,49,15,30.6,2.04,0.62,0.08,0.27,11.1,0,1,1,6.4,5.6,0.11,-1.4,-1.6,Matches,405f6586
632,Filip Đuričić,rs SRB,MFFW,Sassuolo,29,1992,7.5,2,17,6,35.3,2.28,0.80,0.12,0.33,17.8,0,0,0,2.1,2.1,0.12,-0.1,-0.1,Matches,eccbe56a
