,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Blocks,Blocks,Blocks,,,,,,-additional
524,Danny Welbeck,eng ENG,FWMF,Brighton,30,1990,16.4,14,7,2,8,4,3,10,30.0,7,18,2,16,5,19,18,0,Matches,ce5143da
525,Timo Werner,de GER,FWMF,Chelsea,25,1996,14.3,8,4,3,3,2,2,20,10.0,18,9,0,9,2,10,4,0,Matches,49fe9070
526,Ashley Westwood,eng ENG,MF,Burnley,31,1990,25.4,21,12,8,12,1,10,31,32.3,21,21,9,12,30,51,16,1,Matches,495945ef
527,Ben White,eng ENG,DF,Arsenal,23,1997,32.0,44,23,30,8,6,28,45,62.2,17,42,24,18,42,86,102,0,Matches,35e413f1
528,Brandon Williams,eng ENG,DF,Norwich City,20,2000,23.6,55,37,35,18,2,36,64,56.3,28,26,6,20,44,99,50,0,Matches,5e74d6c8
529,Neco Williams,wls WAL,DF,Liverpool,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,dd323728
530,Joe Willock,eng ENG,MF,Newcastle Utd,21,1999,22.6,64,37,30,28,6,29,68,42.6,39,37,6,31,21,85,10,1,Matches,a3b03921
531,Callum Wilson,eng ENG,FW,Newcastle Utd,29,1992,15.4,9,8,1,5,3,1,4,25.0,3,7,2,5,3,12,10,0,Matches,c596fcb0
532,Harry Winks,eng ENG,MF,Tottenham,25,1996,10.1,15,10,4,9,2,8,21,38.1,13,14,3,11,16,31,10,2,Matches,2f7acede
533,Yoane Wissa,cd COD,FW,Brentford,24,1996,14.3,12,6,5,4,3,1,16,6.3,15,12,5,7,8,20,6,0,Matches,2500cef9
534,Chris Wood,nz NZL,FW,Burnley,29,1991,15.2,7,5,0,3,4,3,10,30.0,7,13,4,9,0,7,3,0,Matches,4e9a0555
535,Chris Wood,nz NZL,FW,Newcastle Utd,29,1991,14.7,2,0,1,1,0,1,2,50.0,1,5,2,3,2,4,9,0,Matches,4e9a0555
536,Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches,19e50035
537,Granit Xhaka,ch SUI,MFDF,Arsenal,28,1992,25.9,32,18,16,12,4,16,41,39.0,25,21,6,15,21,53,31,0,Matches,e61b8aee
538,Andriy Yarmolenko,ua UKR,FWMF,West Ham,31,1989,3.5,4,2,2,2,0,2,8,25.0,6,4,2,2,0,4,2,0,Matches,849c826a
539,Ashley Young,eng ENG,DFFW,Aston Villa,36,1985,13.9,18,6,9,6,3,11,16,68.8,5,10,4,6,13,31,25,1,Matches,be927d03
540,Nathan Young-Coombes,eng ENG,MF,Brentford,18,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches,f9682888
541,Wilfried Zaha,ci CIV,FW,Crystal Palace,28,1992,30.7,40,20,14,15,11,10,31,32.3,21,28,0,28,5,45,5,0,Matches,b2bc3b1f
542,Christoph Zimmermann,de GER,DF,Norwich City,28,1993,1.7,6,3,5,1,0,3,4,75.0,1,0,0,0,1,7,4,0,Matches,2d5f03bf
543,Oleksandr Zinchenko,ua UKR,DF,Manchester City,24,1996,11.6,20,14,7,10,3,11,20,55.0,9,11,3,8,14,34,15,1,Matches,51cf8561
544,Hakim Ziyech,ma MAR,MFFW,Chelsea,28,1993,14.7,19,10,5,12,2,10,36,27.8,26,11,1,10,10,29,10,0,Matches,6622454d
545,Kurt Zouma,fr FRA,DF,West Ham,26,1994,23.1,11,6,8,3,0,4,7,57.1,3,31,26,5,34,45,132,0,Matches,ce4246f5
546,Martin Ødegaard,no NOR,MFFW,Arsenal,22,1998,30.9,49,21,6,24,19,22,61,36.1,39,18,1,17,11,60,11,1,Matches,79300479
