,Unnamed: 0,Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xAG,npxG+xAG,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,shoot.90s,shoot.Gls,shoot.Sh,shoot.SoT,shoot.SoT%,shoot.Sh/90,shoot.SoT/90,shoot.G/Sh,shoot.G/SoT,shoot.Dist,shoot.FK,shoot.PK,shoot.PKatt,shoot.xG,shoot.npxG,shoot.npxG/Sh,shoot.G-xG,shoot.np:G-xG,pass.90s,pass.Cmp,pass.Att,pass.Cmp%,pass.TotDist,pass.PrgDist,pass.short.Cmp,pass.short.Att,pass.short.Cmp%,pass.med.Cmp,pass.med.Att,pass.med.Cmp%,pass.long.Cmp,pass.long.Att,pass.long.Cmp%,pass.Ast,pass.xAG,pass.xA,pass.A-xAG,pass.KP,pass.1/3,pass.PPA,pass.CrsPA,pass.Prog,defense.90s,defense.Plyrs_Tkld,defense.TklW,defense.Def 3rd,defense.Mid 3rd,defense.Att 3rd,defense.Tkl_Drib,defense.Att,defense.Tkl%,defense.Past,defense.Blocks,defense.Sh,defense.Pass,defense.Int,defense.Tkl+Int,defense.Clr,defense.Err,pos.90s,pos.Touches,pos.Def Pen,pos.Def 3rd,pos.Mid 3rd,pos.Att 3rd,pos.Att Pen,pos.Live,pos.drib.Succ,pos.drib.Att,pos.drib.Succ%,pos.drib.Mis,pos.drib.Dis,pos.rec.Rec,pos.rec.Prog,sca.S.90s,sca.S.SCA,sca.S.SCA90,sca.S.PassLive,sca.S.PassDead,sca.S.Drib,sca.S.Sh,sca.S.Fld,sca.S.Def,sca.S.GCA,sca.S.GCA90,sca.G.PassLive,sca.G.PassDead,sca.G.Drib,sca.G.Sh,sca.G.Fld,sca.G.Def,BaseGroup
1448,1448,Jorge Molina,es ESP,FW,Granada,39.0,35,19,1966,21.8,10,5,10,0,1,2,0,0.46,0.23,0.69,0.46,0.69,7.0,6.2,4.0,10.2,0.32,0.18,0.5,0.29,0.47,21.8,10,45,22,48.9,2.06,1.01,0.22,0.45,14.0,0.0,0,1,7.0,6.2,0.14,3.0,3.8,21.8,331.0,23.944954128440365,63.4,204.44954128440367,53.39449541284404,201.0,12.614678899082568,73.1,88.0,6.10091743119266,66.2,17.0,1.5596330275229358,50.0,5,4.0,3.1,1.0,1.4220183486238531,1.1926605504587156,0.5504587155963303,0.09174311926605504,1.5596330275229358,21.8,0.18348623853211007,0.09174311926605504,0.09174311926605504,0.04587155963302752,0.04587155963302752,0.09174311926605504,18.0,11.1,0.7339449541284403,0.5963302752293578,2.0,11.0,0.27522935779816515,10.0,0.5045871559633027,0.0,21.8,32.6605504587156,0.8715596330275229,2.706422018348624,13.944954128440367,16.146788990825687,4.3577981651376145,711.0,7.0,0.7798165137614679,41.2,2.4311926605504586,1.146788990825688,25.825688073394495,4.495412844036697,21.8,51.0,2.34,1.7889908256880733,0.0,0.09174311926605504,4.0,0.27522935779816515,0.0,6.0,0.27,5.0,0.0,0.0,1.0,0.0,0.0,Attack
1455,1455,Alberto Moreno,es ESP,MFDF,Villarreal,29.0,24,13,1223,13.6,3,2,3,0,0,3,0,0.22,0.15,0.37,0.22,0.37,3.3,3.3,1.9,5.3,0.25,0.14,0.39,0.25,0.39,13.6,3,22,10,45.5,1.62,0.74,0.14,0.3,18.0,1.0,0,0,3.3,3.3,0.15,-0.3,-0.3,13.6,493.0,45.36764705882353,79.9,563.5294117647059,145.88235294117646,259.0,20.955882352941178,90.9,190.0,16.323529411764707,85.6,26.0,4.044117647058823,47.3,2,1.9,2.8,0.1,1.1764705882352942,2.2794117647058822,1.5441176470588236,0.5147058823529412,2.3529411764705883,13.6,0.9558823529411765,0.5147058823529412,0.36764705882352944,0.5147058823529412,0.07352941176470588,0.36764705882352944,18.0,27.8,0.9558823529411765,0.9558823529411765,1.0,12.0,1.9852941176470589,40.0,1.1029411764705883,0.0,13.6,55.661764705882355,1.6911764705882353,10.588235294117647,23.08823529411765,22.35294117647059,2.573529411764706,757.0,10.0,1.25,58.8,2.3529411764705883,0.9558823529411765,38.970588235294116,4.926470588235294,13.6,37.0,2.72,2.058823529411765,0.29411764705882354,0.07352941176470588,3.0,0.07352941176470588,0.0,3.0,0.22,0.0,2.0,0.0,1.0,0.0,0.0,Attack
1457,1457,Gerard Moreno,es ESP,FW,Villarreal,29.0,17,14,1191,13.2,9,3,8,1,2,2,0,0.68,0.23,0.91,0.6,0.83,7.9,6.3,5.5,11.8,0.59,0.42,1.01,0.47,0.89,13.2,9,36,13,36.1,2.72,0.98,0.22,0.62,15.4,0.0,1,2,7.9,6.3,0.18,1.1,1.7,13.2,309.0,34.31818181818182,68.2,415.53030303030306,116.96969696969698,153.0,15.378787878787879,75.4,97.0,9.545454545454547,77.0,44.0,4.924242424242425,67.7,3,5.5,3.7,-2.5,2.272727272727273,2.878787878787879,1.5151515151515151,0.30303030303030304,4.242424242424242,13.2,0.3787878787878788,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.07575757575757576,0.07575757575757576,7.0,14.3,0.4545454545454546,0.4545454545454546,1.0,5.0,0.4545454545454546,11.0,1.0606060606060606,0.0,13.2,45.909090909090914,1.1363636363636365,3.484848484848485,22.72727272727273,20.454545454545457,5.151515151515151,604.0,39.0,4.621212121212121,63.9,2.272727272727273,2.1969696969696972,37.5,6.666666666666667,13.2,47.0,3.55,2.803030303030303,0.0,0.3787878787878788,2.0,0.07575757575757576,0.15151515151515152,5.0,0.38,4.0,0.0,0.0,0.0,1.0,0.0,Attack
1458,1458,Tete Morente,es ESP,MF,Elche,24.0,32,18,1632,18.1,3,3,3,0,0,4,0,0.17,0.17,0.33,0.17,0.33,3.9,3.9,2.1,5.9,0.21,0.11,0.33,0.21,0.33,18.1,3,28,8,28.6,1.54,0.44,0.11,0.38,18.5,0.0,0,0,3.9,3.9,0.14,-0.9,-0.9,18.1,393.0,31.98895027624309,67.9,318.34254143646405,90.82872928176795,228.0,15.96685082872928,78.9,113.0,9.392265193370164,66.5,28.0,3.5359116022099446,43.8,3,2.1,2.5,0.9,0.8839779005524862,1.3812154696132595,1.0497237569060773,0.49723756906077343,2.209944751381215,18.1,1.160220994475138,0.7734806629834253,0.718232044198895,0.38674033149171266,0.055248618784530384,0.38674033149171266,28.0,25.0,1.160220994475138,1.6574585635359114,1.0,29.0,0.6629834254143646,33.0,0.6629834254143646,0.0,18.1,43.646408839779,0.7734806629834253,7.569060773480662,17.624309392265193,19.337016574585633,2.209944751381215,790.0,30.0,3.480662983425414,47.6,2.486187845303867,0.7734806629834253,29.005524861878452,4.640883977900552,18.1,36.0,1.98,1.5469613259668507,0.16574585635359115,0.16574585635359115,1.0,0.055248618784530384,0.0,4.0,0.22,2.0,1.0,1.0,0.0,0.0,0.0,Attack
1465,1465,Iker Muniain,es ESP,MF,Athletic Club,28.0,35,34,2785,30.9,4,10,3,1,3,3,0,0.13,0.32,0.45,0.1,0.42,6.9,4.4,10.5,14.9,0.22,0.34,0.56,0.14,0.48,30.9,4,38,17,44.7,1.23,0.55,0.08,0.18,19.3,6.0,1,3,6.9,4.4,0.12,-2.9,-1.4,30.9,1235.0,51.1326860841424,78.2,620.3236245954693,229.6116504854369,666.0,23.851132686084142,90.4,383.0,15.6957928802589,79.0,115.0,7.249190938511327,51.3,10,10.5,8.4,-0.5,3.4627831715210355,4.174757281553398,2.26537216828479,0.29126213592233013,5.210355987055016,30.9,1.0355987055016183,0.3236245954692557,0.25889967637540456,0.6148867313915858,0.16181229773462785,0.3883495145631068,40.0,30.0,0.9061488673139159,0.6472491909385114,1.0,19.0,0.5501618122977346,49.0,0.25889967637540456,1.0,30.9,59.7411003236246,0.4854368932038835,4.466019417475728,27.411003236245957,28.673139158576053,2.2977346278317152,1843.0,65.0,3.365695792880259,62.5,2.0064724919093853,1.8122977346278317,42.23300970873787,3.6893203883495147,30.9,184.0,5.94,3.300970873786408,1.8446601941747574,0.3236245954692557,3.0,0.3559870550161812,0.03236245954692557,18.0,0.58,9.0,5.0,1.0,1.0,2.0,0.0,Attack
1468,1468,Vedat Muriqi,xk KVX,FW,Mallorca,27.0,16,16,1438,16.0,5,3,3,2,2,6,0,0.31,0.19,0.5,0.19,0.38,6.0,4.4,1.7,6.1,0.38,0.1,0.48,0.28,0.38,16.0,5,49,16,32.7,3.07,1.0,0.06,0.19,15.6,0.0,2,2,6.0,4.4,0.09,-1.0,-1.4,16.0,245.0,28.625,53.5,196.375,47.75,153.0,15.0625,63.5,55.0,7.8125,44.0,10.0,1.375,45.5,3,1.7,1.0,1.3,0.875,0.9375,0.75,0.0625,1.75,16.0,0.375,0.1875,0.0625,0.1875,0.125,0.0625,7.0,14.3,0.375,0.75,0.0,12.0,0.375,12.0,1.8125,0.0,16.0,41.0,1.8125,4.125,18.4375,18.875,5.3125,654.0,9.0,1.375,40.9,2.625,0.875,30.5625,5.0625,16.0,37.0,2.32,1.625,0.0,0.25,7.0,0.0,0.0,6.0,0.38,4.0,0.0,1.0,1.0,0.0,0.0,Attack
1469,1469,Yunus Musah,us USA,MFFW,Valencia,18.0,29,13,1259,14.0,1,0,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07,0.7,0.7,1.3,2.0,0.05,0.1,0.15,0.05,0.15,14.0,1,7,2,28.6,0.5,0.14,0.14,0.5,14.5,0.0,0,0,0.7,0.7,0.1,0.3,0.3,14.0,277.0,27.428571428571427,72.1,329.92857142857144,82.92857142857143,135.0,11.857142857142858,81.3,98.0,9.214285714285714,76.0,28.0,2.9285714285714284,68.3,0,1.3,1.2,-1.3,0.7142857142857143,1.8571428571428572,0.5,0.21428571428571427,2.2142857142857144,14.0,1.6428571428571428,0.9285714285714286,0.5714285714285714,0.5714285714285714,0.5,0.42857142857142855,20.0,30.0,1.0,1.3571428571428572,1.0,18.0,1.0,37.0,0.7857142857142857,0.0,14.0,39.0,0.6428571428571429,5.0,16.928571428571427,18.428571428571427,2.357142857142857,546.0,36.0,4.571428571428571,56.3,2.5,1.0,25.857142857142858,3.7142857142857144,14.0,33.0,2.36,1.6428571428571428,0.14285714285714285,0.5,0.0,0.07142857142857142,0.0,4.0,0.29,3.0,1.0,0.0,0.0,0.0,0.0,Attack
1476,1476,Álvaro Negredo,es ESP,FW,Cádiz,35.0,34,24,2157,24.0,7,2,5,2,3,3,0,0.29,0.08,0.38,0.21,0.29,8.5,6.1,2.8,8.9,0.35,0.12,0.47,0.26,0.37,24.0,7,64,25,39.1,2.67,1.04,0.08,0.2,16.6,1.0,2,3,8.5,6.1,0.1,-1.5,-1.1,24.0,321.0,22.583333333333332,59.2,228.20833333333334,51.833333333333336,167.0,10.375,67.1,87.0,6.125,59.2,44.0,2.8333333333333335,64.7,2,2.8,2.8,-0.8,0.9166666666666666,1.5833333333333333,0.375,0.125,1.375,24.0,0.20833333333333334,0.125,0.041666666666666664,0.16666666666666666,0.0,0.125,6.0,50.0,0.125,0.4583333333333333,5.0,6.0,0.08333333333333333,7.0,0.9583333333333334,0.0,24.0,31.5,1.2083333333333333,2.75,15.958333333333334,13.0,4.833333333333333,753.0,21.0,1.4166666666666667,61.8,2.1666666666666665,0.7083333333333334,24.416666666666668,4.25,24.0,47.0,1.96,1.25,0.041666666666666664,0.3333333333333333,5.0,0.125,0.0,3.0,0.13,2.0,1.0,0.0,0.0,0.0,0.0,Attack
1483,1483,Randy Ntekja,fr FRA,FWMF,Rayo Vallecano,23.0,34,16,1462,16.2,3,0,3,0,0,2,0,0.18,0.0,0.18,0.18,0.18,3.7,3.7,1.7,5.4,0.23,0.11,0.33,0.23,0.33,16.2,3,29,8,27.6,1.79,0.49,0.1,0.38,13.3,0.0,0,0,3.7,3.7,0.13,-0.7,-0.7,16.2,271.0,25.49382716049383,65.6,217.46913580246914,47.71604938271605,177.0,14.444444444444445,75.6,70.0,6.666666666666667,64.8,8.0,1.4197530864197532,34.8,0,1.7,1.2,-1.7,0.8641975308641976,1.5432098765432098,0.308641975308642,0.0,0.8641975308641976,16.2,1.4814814814814816,0.8024691358024691,0.5555555555555556,0.6790123456790124,0.2469135802469136,0.4938271604938272,19.0,42.1,0.6790123456790124,1.2962962962962963,1.0,20.0,0.4938271604938272,32.0,0.7407407407407408,0.0,16.2,38.641975308641975,0.7407407407407408,3.4567901234567904,18.765432098765434,16.728395061728396,3.9506172839506175,626.0,16.0,1.8518518518518519,53.3,4.012345679012346,2.037037037037037,26.790123456790123,4.506172839506173,16.2,35.0,2.16,1.7901234567901236,0.0,0.0617283950617284,1.0,0.2469135802469136,0.0,4.0,0.25,1.0,0.0,1.0,0.0,2.0,0.0,Attack
1487,1487,Lucas Ocampos,ar ARG,FW,Sevilla,27.0,30,23,2125,23.6,6,4,6,0,0,7,0,0.25,0.17,0.42,0.25,0.42,6.4,6.4,2.2,8.6,0.27,0.09,0.36,0.27,0.36,23.6,6,51,16,31.4,2.16,0.68,0.12,0.38,16.8,0.0,0,0,6.4,6.4,0.12,-0.4,-0.4,23.6,656.0,36.61016949152542,75.9,451.2711864406779,101.65254237288136,350.0,16.652542372881356,89.1,241.0,12.88135593220339,79.3,51.0,4.491525423728813,48.1,4,2.2,2.5,1.8,0.7627118644067796,1.3135593220338981,0.7627118644067796,0.2542372881355932,1.5677966101694913,23.6,1.906779661016949,1.0169491525423728,0.9745762711864406,0.7627118644067796,0.1694915254237288,0.9745762711864406,55.0,41.8,1.3559322033898304,1.483050847457627,1.0,34.0,0.3813559322033898,54.0,1.0169491525423728,1.0,23.6,51.39830508474576,1.1016949152542372,7.330508474576271,19.66101694915254,25.127118644067796,4.364406779661016,1213.0,37.0,4.025423728813559,38.9,3.2203389830508473,1.8220338983050846,37.28813559322034,5.932203389830508,23.6,51.0,2.16,1.3559322033898304,0.1271186440677966,0.2542372881355932,3.0,0.2542372881355932,0.0423728813559322,7.0,0.3,5.0,0.0,2.0,0.0,0.0,0.0,Attack
1496,1496,Mikel Oyarzabal,es ESP,FWMF,Real Sociedad,24.0,22,19,1671,18.6,9,3,5,4,5,0,1,0.48,0.16,0.65,0.27,0.43,9.8,5.9,4.2,10.1,0.53,0.23,0.76,0.32,0.54,18.6,9,37,12,32.4,1.99,0.65,0.14,0.42,19.0,5.0,4,5,9.8,5.9,0.17,-0.8,-0.9,18.6,416.0,34.247311827956985,65.3,350.8602150537634,89.78494623655914,229.0,14.892473118279568,82.7,130.0,9.784946236559138,71.4,38.0,5.43010752688172,37.6,3,4.2,3.1,-1.2,2.096774193548387,0.6989247311827956,1.129032258064516,0.2150537634408602,1.9892473118279568,18.6,0.9677419354838709,0.5376344086021505,0.3763440860215054,0.3763440860215054,0.2150537634408602,0.3763440860215054,21.0,33.3,0.7526881720430108,0.9677419354838709,2.0,16.0,0.5376344086021505,28.0,0.8602150537634408,1.0,18.6,43.60215053763441,1.021505376344086,5.268817204301075,15.376344086021504,23.817204301075268,4.193548387096774,806.0,22.0,2.311827956989247,51.2,1.9892473118279568,1.5591397849462365,29.247311827956988,5.591397849462365,18.6,72.0,3.88,1.7741935483870965,0.9139784946236559,0.4301075268817204,13.0,0.05376344086021505,0.0,6.0,0.32,1.0,2.0,1.0,2.0,0.0,0.0,Attack
1500,1500,Isaac Palazón Camacho,es ESP,FWMF,Rayo Vallecano,26.0,34,27,2288,25.4,2,4,2,0,0,7,0,0.08,0.16,0.24,0.08,0.24,3.7,3.7,4.0,7.7,0.15,0.16,0.3,0.15,0.3,25.4,2,58,12,20.7,2.28,0.47,0.03,0.17,21.8,6.0,0,0,3.7,3.7,0.06,-1.7,-1.7,25.4,623.0,35.23622047244095,69.6,412.99212598425197,116.2992125984252,321.0,15.826771653543307,79.9,202.0,10.708661417322835,74.3,76.0,5.866141732283465,51.0,4,4.0,2.9,0.0,1.3385826771653544,2.9921259842519685,0.8661417322834646,0.11811023622047245,2.598425196850394,25.4,1.6535433070866143,1.1023622047244095,0.7874015748031497,0.7480314960629921,0.11811023622047245,0.7086614173228347,59.0,30.5,1.6141732283464567,1.220472440944882,3.0,28.0,0.5118110236220472,55.0,0.8661417322834646,0.0,25.4,49.566929133858274,1.1023622047244095,6.299212598425197,22.244094488188978,21.73228346456693,1.8897637795275593,1259.0,36.0,3.188976377952756,44.4,3.346456692913386,2.1653543307086616,33.38582677165355,4.133858267716536,25.4,79.0,3.11,2.0866141732283467,0.4330708661417323,0.11811023622047245,5.0,0.2755905511811024,0.0,7.0,0.28,4.0,1.0,2.0,0.0,0.0,0.0,Attack
1515,1515,Lucas Pérez,es ESP,FW,Elche,32.0,18,16,1266,14.1,2,1,2,0,0,0,0,0.14,0.07,0.21,0.14,0.21,1.9,1.9,1.7,3.6,0.13,0.12,0.25,0.13,0.25,14.1,2,14,5,35.7,1.0,0.36,0.14,0.4,15.1,0.0,0,0,1.9,1.9,0.13,0.1,0.1,14.1,274.0,27.163120567375888,71.5,293.82978723404256,75.81560283687944,163.0,13.47517730496454,85.8,60.0,6.382978723404255,66.7,31.0,4.397163120567376,50.0,1,1.7,1.2,-0.7,0.851063829787234,1.3475177304964538,0.5673758865248227,0.07092198581560284,1.3475177304964538,14.1,0.28368794326241137,0.07092198581560284,0.14184397163120568,0.07092198581560284,0.07092198581560284,0.2127659574468085,10.0,30.0,0.49645390070921985,0.14184397163120568,0.0,2.0,0.2127659574468085,7.0,0.28368794326241137,0.0,14.1,33.47517730496454,0.28368794326241137,2.269503546099291,14.609929078014185,16.95035460992908,1.702127659574468,472.0,5.0,0.851063829787234,41.7,2.127659574468085,0.851063829787234,24.18439716312057,3.3333333333333335,14.1,33.0,2.34,1.4893617021276595,0.49645390070921985,0.14184397163120568,0.0,0.2127659574468085,0.0,4.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,Attack
1516,1516,Lucas Pérez,es ESP,FWMF,Cádiz,32.0,15,11,1060,11.8,3,2,3,0,0,1,0,0.25,0.17,0.42,0.25,0.42,3.2,3.2,4.3,7.5,0.28,0.37,0.64,0.28,0.64,11.8,3,15,5,33.3,1.27,0.42,0.2,0.6,15.1,3.0,0,0,3.2,3.2,0.22,-0.2,-0.2,11.8,277.0,32.96610169491525,71.2,388.3898305084746,107.88135593220338,131.0,12.796610169491524,86.8,95.0,10.508474576271185,76.6,33.0,6.864406779661016,40.7,2,4.3,3.5,-2.3,2.542372881355932,1.5254237288135593,1.4406779661016949,0.423728813559322,1.8644067796610169,11.8,0.2542372881355932,0.2542372881355932,0.1694915254237288,0.0847457627118644,0.0,0.0,10.0,0.0,0.847457627118644,0.2542372881355932,1.0,2.0,0.0,3.0,0.0847457627118644,0.0,11.8,37.96610169491525,0.3389830508474576,2.542372881355932,14.322033898305083,21.1864406779661,2.542372881355932,448.0,5.0,1.0169491525423728,41.7,0.9322033898305084,1.271186440677966,25.169491525423727,4.576271186440677,11.8,52.0,4.42,2.8813559322033897,1.271186440677966,0.0,2.0,0.0847457627118644,0.0,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,Attack
1524,1524,Yeremi Pino,es ESP,MFFW,Villarreal,18.0,31,21,1678,18.6,6,4,6,0,0,2,0,0.32,0.21,0.54,0.32,0.54,6.4,6.4,3.7,10.1,0.34,0.2,0.54,0.34,0.54,18.6,6,27,15,55.6,1.45,0.8,0.22,0.4,11.3,0.0,0,0,6.4,6.4,0.24,-0.4,-0.4,18.6,409.0,28.494623655913976,77.2,294.67741935483866,66.45161290322581,239.0,15.43010752688172,83.3,130.0,8.225806451612902,85.0,14.0,1.182795698924731,63.6,4,3.7,2.7,0.3,1.3978494623655913,0.48387096774193544,1.2365591397849462,0.1075268817204301,2.365591397849462,18.6,1.7204301075268815,0.7526881720430108,0.7526881720430108,0.4301075268817204,0.5376344086021505,0.5376344086021505,24.0,41.7,0.7526881720430108,1.7741935483870965,4.0,29.0,0.3225806451612903,38.0,0.6451612903225806,1.0,18.6,42.204301075268816,0.7526881720430108,5.64516129032258,14.139784946236558,23.01075268817204,5.268817204301075,785.0,25.0,3.010752688172043,44.6,3.494623655913978,1.2365591397849462,29.408602150537632,5.10752688172043,18.6,51.0,2.73,1.9354838709677418,0.0,0.3763440860215054,0.0,0.3763440860215054,0.05376344086021505,9.0,0.48,5.0,0.0,3.0,0.0,1.0,0.0,Attack
1528,1528,Portu,es ESP,FWMF,Real Sociedad,29.0,37,17,1590,17.7,1,2,0,1,1,5,0,0.06,0.11,0.17,0.0,0.11,3.2,2.4,2.4,4.8,0.18,0.14,0.32,0.14,0.27,17.7,1,24,9,37.5,1.36,0.51,0.0,0.0,14.7,0.0,1,1,3.2,2.4,0.1,-2.2,-2.4,17.7,353.0,27.45762711864407,72.6,258.87005649717514,73.05084745762713,209.0,14.576271186440678,81.0,102.0,7.627118644067797,75.6,8.0,1.4124293785310735,32.0,2,2.4,2.6,-0.4,1.0169491525423728,1.073446327683616,1.2429378531073447,0.2824858757062147,1.92090395480226,17.7,0.903954802259887,0.3954802259887006,0.11299435028248588,0.33898305084745767,0.4519774011299435,0.16949152542372883,19.0,15.8,0.903954802259887,1.1864406779661016,3.0,18.0,0.3954802259887006,23.0,0.4519774011299435,0.0,17.7,36.610169491525426,0.5084745762711864,4.124293785310734,14.124293785310735,18.8135593220339,4.858757062146893,647.0,9.0,1.0169491525423728,50.0,1.92090395480226,1.073446327683616,25.706214689265536,6.72316384180791,17.7,37.0,2.09,1.6949152542372883,0.16949152542372883,0.0,2.0,0.11299435028248588,0.0,4.0,0.23,3.0,0.0,0.0,0.0,1.0,0.0,Attack
1534,1534,Javi Puado,es ESP,MFFW,Espanyol,23.0,30,26,2245,24.9,4,1,4,0,0,5,0,0.16,0.04,0.2,0.16,0.2,5.1,5.1,1.3,6.4,0.2,0.05,0.26,0.2,0.26,24.9,4,40,12,30.0,1.6,0.48,0.1,0.33,14.9,0.0,0,0,5.1,5.1,0.13,-1.1,-1.1,24.9,520.0,25.62248995983936,81.5,281.8875502008032,49.1566265060241,320.0,14.29718875502008,89.9,146.0,7.068273092369478,83.0,20.0,1.285140562248996,62.5,1,1.3,1.4,-0.3,0.8433734939759037,1.0441767068273093,0.6827309236947792,0.08032128514056225,1.3654618473895583,24.9,0.9638554216867471,0.5622489959839357,0.7228915662650602,0.20080321285140562,0.040160642570281124,0.48192771084337355,37.0,32.4,1.0040160642570282,0.7228915662650602,2.0,16.0,0.44176706827309237,35.0,0.9638554216867471,0.0,24.9,34.61847389558233,1.4056224899598395,6.184738955823294,15.542168674698797,13.453815261044177,2.449799196787149,862.0,30.0,2.208835341365462,54.5,1.6867469879518073,1.3253012048192772,24.698795180722893,3.3333333333333335,24.9,44.0,1.76,1.3654618473895583,0.040160642570281124,0.12048192771084339,3.0,0.08032128514056225,0.040160642570281124,3.0,0.12,2.0,0.0,1.0,0.0,0.0,0.0,Attack
1536,1536,Antonio Puertas,es ESP,MFFW,Granada,29.0,33,25,2261,25.1,6,1,6,0,0,4,0,0.24,0.04,0.28,0.24,0.28,4.2,4.2,1.5,5.7,0.17,0.06,0.23,0.17,0.23,25.1,6,33,14,42.4,1.31,0.56,0.18,0.43,14.2,0.0,0,0,4.2,4.2,0.13,1.8,1.8,25.1,482.0,27.490039840637447,69.9,282.0717131474103,71.83266932270917,278.0,13.904382470119522,79.7,139.0,7.569721115537848,73.2,35.0,2.589641434262948,53.8,1,1.5,1.0,-0.5,0.7171314741035856,1.195219123505976,0.7171314741035856,0.3187250996015936,1.3545816733067728,25.1,1.3545816733067728,0.796812749003984,0.7171314741035856,0.4780876494023904,0.1593625498007968,0.6772908366533864,44.0,38.6,1.0756972111553784,1.3147410358565736,3.0,30.0,0.43824701195219123,45.0,1.4342629482071712,0.0,25.1,39.123505976095615,1.3545816733067728,7.330677290836653,17.051792828685258,15.378486055776891,2.50996015936255,982.0,31.0,2.231075697211155,55.4,2.231075697211155,1.593625498007968,25.37848605577689,3.9442231075697207,25.1,46.0,1.83,1.2749003984063745,0.1195219123505976,0.2390438247011952,1.0,0.1195219123505976,0.0398406374501992,6.0,0.24,4.0,0.0,1.0,0.0,0.0,1.0,Attack
1548,1548,Sandro Ramírez,es ESP,FW,Getafe,26.0,29,19,1462,16.2,3,0,3,0,0,7,0,0.18,0.0,0.18,0.18,0.18,3.9,3.9,1.0,4.9,0.24,0.06,0.3,0.24,0.3,16.2,3,50,13,26.0,3.08,0.8,0.06,0.23,23.1,7.0,0,0,3.9,3.9,0.08,-0.9,-0.9,16.2,280.0,24.01234567901235,72.0,256.48148148148147,41.41975308641975,162.0,12.037037037037038,83.1,84.0,7.222222222222222,71.8,19.0,2.345679012345679,50.0,0,1.0,0.9,-1.0,0.8024691358024691,0.8024691358024691,0.4938271604938272,0.0617283950617284,0.9876543209876544,16.2,0.4320987654320988,0.1851851851851852,0.0617283950617284,0.1851851851851852,0.1851851851851852,0.0617283950617284,12.0,8.3,0.6790123456790124,0.8641975308641976,3.0,11.0,0.1234567901234568,9.0,0.1851851851851852,0.0,16.2,36.54320987654321,0.4938271604938272,2.6543209876543212,14.938271604938272,19.506172839506174,3.5802469135802473,592.0,13.0,2.7160493827160495,29.5,3.2098765432098766,0.9876543209876544,26.60493827160494,5.37037037037037,16.2,54.0,3.32,1.8518518518518519,0.2469135802469136,0.3703703703703704,7.0,0.4320987654320988,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Attack
1554,1554,Nico Ribaudo,es ESP,MFFW,Espanyol,20.0,31,7,1116,12.4,2,0,2,0,0,5,1,0.16,0.0,0.16,0.16,0.16,1.2,1.2,1.6,2.8,0.1,0.13,0.22,0.1,0.22,12.4,2,20,4,20.0,1.61,0.32,0.1,0.5,21.8,0.0,0,0,1.2,1.2,0.06,0.8,0.8,12.4,368.0,34.83870967741935,85.2,452.09677419354836,100.80645161290322,216.0,19.112903225806452,91.1,109.0,10.403225806451612,84.5,32.0,3.3064516129032255,78.0,0,1.6,1.0,-1.6,1.0483870967741935,2.096774193548387,0.7258064516129032,0.08064516129032258,2.661290322580645,12.4,1.2096774193548387,0.48387096774193544,0.7258064516129032,0.4032258064516129,0.08064516129032258,0.8870967741935484,34.0,32.4,1.8548387096774193,1.129032258064516,2.0,12.0,0.564516129032258,22.0,0.24193548387096772,0.0,12.4,45.725806451612904,0.564516129032258,6.774193548387097,22.338709677419356,17.016129032258064,2.4193548387096775,567.0,23.0,3.1451612903225805,59.0,2.5,1.4516129032258065,34.91935483870968,3.7096774193548385,12.4,35.0,2.83,1.7741935483870968,0.24193548387096772,0.16129032258064516,3.0,0.3225806451612903,0.08064516129032258,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Attack
